id,text,label,sentiment,domain,split
751,期待して購入した。決済アプリは最初同期機能が気になったが、使い続けると読み込み速度の良さが分かり、今は満足している。,1,高評価,アプリ,test
752,恋愛映画は最初アクションが良いと感じたが、使い続けると映像の問題が目立ち、評価は下がった。,0,低評価,映画,train
753,デザインは魅力的だったが、動作速度がかなり残念で、全体としては満足できなかった。,0,低評価,アプリ,train
754,実際に使ってみると、ラーメン店は値段以上の価値を感じた。特にメニューの豊富さが素晴らしい。,1,高評価,飲食店,validation
755,リゾートは高くないわけではないが、防音を考えると納得できる。,1,高評価,ホテル,train
756,海辺のホテルは最初Wi-Fiが気になったが、使い続けると価格の良さが分かり、今は満足している。,1,高評価,ホテル,train
757,居酒屋は接客が良く、かなり満足している。,1,高評価,飲食店,train
758,評判が良かったので試した。そば屋は最初盛り付けが気になったが、使い続けると雰囲気の良さが分かり、今は満足している。,1,高評価,飲食店,train
759,ビュッフェは値段以上の価値を感じた。特に注文のしやすさが素晴らしい。,1,高評価,飲食店,train
760,何度か利用してみた。演出は予想以上だったが、そのほかは構成が使いにくく不満が残った。,0,低評価,映画,train
761,実際に使ってみると、手触りに不満があり、椅子を選んだのは失敗だった。,0,低評価,EC商品,train
762,実際に使ってみると、海辺のホテルは最初館内設備が気になったが、使い続けると空調の良さが分かり、今は満足している。,1,高評価,ホテル,train
763,期待して購入した。恋愛映画はラストが不安定で、かなりストレスを感じた。,0,低評価,映画,train
764,操作性には満足したものの、入力のしやすさが期待外れだったので翻訳アプリには低評価を付けたい。,0,低評価,アプリ,train
765,実際に使ってみると、空港ホテルは防音が不安定で、かなりストレスを感じた。,0,低評価,ホテル,train
766,一週間ほど試した。スタッフの対応に大きな不満はなく、格安ホテルを選んで正解だった。,1,高評価,ホテル,train
767,健康管理アプリは値段に見合わない。特に操作性に問題があった。,0,低評価,アプリ,test
768,期待して購入した。スピーカーは期待外れ。ネジ穴の精度と接続の安定性のどちらも使いにくく、がっかりした。,0,低評価,EC商品,train
769,レビューを見て選んだが、バッグは最初梱包が良いと感じたが、使い続けると手触りの問題が目立ち、評価は下がった。,0,低評価,EC商品,train
770,今回初めて利用した。ファミレスを使ってみたが、メニューの豊富さが期待外れだった。,0,低評価,飲食店,train
771,ヘッドホンは一見良さそうで頑丈さも悪くない。それでもバッテリー持ちがひどく、次は選ばない。,0,低評価,EC商品,train
772,映像美がとても良かったので、家族向け映画をまた利用したい。,1,高評価,映画,train
773,待ち時間が素晴らしく、さらにデザートにも満足した。パン屋をまた選びたい。,1,高評価,飲食店,train
774,スピーカーは手触りが安定していて、ストレスなく使えた。,1,高評価,EC商品,train
775,ナビアプリは期待以上。アップデートと通知機能のどちらも使いやすく、とても気に入った。,1,高評価,アプリ,train
776,期待して購入した。待ち時間が残念だったので、パン屋はもう利用したくない。,0,低評価,飲食店,test
777,温泉旅館は価格が不安定で、かなりストレスを感じた。,0,低評価,ホテル,train
778,迫力が悪くないというレビューもあったが、自分には恋愛映画は合わなかった。,0,低評価,映画,train
779,コストパフォーマンスが悪くないというレビューもあったが、自分には組み立て家具は合わなかった。,0,低評価,EC商品,validation
780,洋食店を使ってみたが、ドリンクが期待外れだった。,0,低評価,飲食店,validation
781,民宿は最初浴場が気になったが、使い続けると清掃の良さが分かり、今は高く評価している。,1,高評価,ホテル,train
782,ゲストハウスを使ってみたが、部屋の清潔さが期待以上だった。,1,高評価,ホテル,train
783,海辺のホテルはスタッフの対応が不安定で、かなりストレスを感じた。,0,低評価,ホテル,train
784,恋愛映画は構成が不安定で、かなりストレスを感じた。,0,低評価,映画,test
785,料理の味が残念だったので、定食屋はもう利用したくない。,0,低評価,飲食店,train
786,何度か利用してみた。ドラマ映画は構成に少し不満があったが、感情表現は良く、総合的には満足している。,1,高評価,映画,train
